Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
g56592	.	475	+	89119	89466	0.0	0.0	0.0
g56606	.	475	-	177433	180174	0.0	0.0	0.0
g56608	.	475	+	182305	182868	0.0	0.0	0.0
g56578	.	475	-	29400	30041	0.0	0.0	0.0
g56593	.	475	+	94484	94831	0.0	0.0	0.0
g56638	.	475	+	291859	292230	0.0	0.0	0.0
g56626	.	475	+	237949	238395	0.0	0.0	0.0
g56625	.	475	+	237045	237425	0.0	0.0	0.0
g56584	.	475	+	48296	48769	0.0	0.0	0.0
g56629	.	475	-	243641	244123	0.0	0.0	0.0
g56624	.	475	+	236307	237020	0.0	0.0	0.0
g56581	.	475	-	38110	38487	0.0	0.0	0.0
g56641	.	475	+	303997	304485	0.0	0.0	0.0
g56634	.	475	+	276083	276457	0.0	0.0	0.0
g56579	.	475	-	30088	32893	0.0	0.0	0.0
g56589	.	475	+	80217	83458	0.0	0.0	0.0
g56600	.	475	-	154044	154589	0.0	0.0	0.0
g56631	.	475	-	246669	246962	0.0	0.0	0.0
g56635	.	475	+	277417	277974	0.0	0.0	0.0
g56586	.	475	-	54346	54753	0.0	0.0	0.0
g56585	.	475	+	48834	49808	0.0	0.0	0.0
g56574	.	475	-	7677	9006	0.0	0.0	0.0
g56594	.	475	+	97168	97515	0.0	0.0	0.0
g56610	.	475	-	197381	197883	0.0	0.0	0.0
g56640	.	475	+	300674	301249	0.0	0.0	0.0
g56647	.	475	+	361894	362538	0.0	0.0	0.0
g56613	.	475	+	200673	202334	0.0	0.0	0.0
g56595	.	475	-	100399	100737	0.0	0.0	0.0
g56703	.	477	-	98391	98902	0.0	0.0	0.0
g56702	.	477	-	95908	96610	0.0	0.0	0.0
g56726	.	477	+	468194	468601	0.0	0.0	0.0
g56791	.	479	+	433866	439547	0.0	0.0	0.0
g56771	.	479	-	8936	11040	0.0	0.0	0.0
g56798	.	479	-	526292	526696	0.0	0.0	0.0
g56861	.	481	-	446481	446813	0.0	0.0	0.0
g56859	.	481	-	441025	441387	0.0	0.0	0.0
g56860	.	481	-	442165	442821	0.0	0.0	0.0
g56862	.	481	-	453754	454062	0.0	0.0	0.0
g56906	.	482	+	515933	516445	0.0	0.0	0.0
g56882	.	482	+	129756	139505	0.0	0.0	0.0
g56904	.	482	+	513076	514416	0.0	0.0	0.0
g56905	.	482	+	514480	514851	0.0	0.0	0.0
g56883	.	482	+	142453	146189	0.0	0.0	0.0
g56917	.	483	+	47621	48241	0.0	0.0	0.0
g56919	.	483	+	86904	90167	0.0	0.0	0.0
g56954	.	483	-	530890	531219	0.0	0.0	0.0
g56926	.	483	-	134949	137031	0.0	0.0	0.0
g56910	.	483	-	13351	19192	0.0	0.0	0.0
g56920	.	483	+	95071	95358	0.0	0.0	0.0
g56949	.	483	+	487794	488192	0.0	0.0	0.0
g56971	.	484	+	146758	147045	0.0	0.0	0.0
g56975	.	484	-	177451	178037	0.0	0.0	0.0
g56972	.	484	+	147437	147796	0.0	0.0	0.0
g56959	.	484	+	47369	47836	0.0	0.0	0.0
g56970	.	484	+	145279	145899	0.0	0.0	0.0
g57025	.	485	+	26466	27509	0.0	0.0	0.0
g57022	.	485	-	21142	21711	0.0	0.0	0.0
g57010	.	485	+	8269	8814	0.0	0.0	0.0
g57037	.	485	-	44055	44555	0.0	0.0	0.0
g57030	.	485	+	33201	34283	0.0	0.0	0.0
g57039	.	485	-	46432	46986	0.0	0.0	0.0
g57040	.	485	+	47390	47689	0.0	0.0	0.0
g57083	.	485	+	526162	530152	0.0	0.0	0.0
g57044	.	485	-	60604	63528	0.0	0.0	0.0
g57020	.	485	-	19772	20257	0.0	0.0	0.0
g57081	.	485	+	474655	475275	0.0	0.0	0.0
g57063	.	485	+	247248	250528	0.0	0.0	0.0
g57008	.	485	+	7198	7575	0.0	0.0	0.0
g57042	.	485	-	54064	54519	0.0	0.0	0.0
g57074	.	485	+	389077	389406	0.0	0.0	0.0
g57056	.	485	+	148135	148434	0.0	0.0	0.0
g57051	.	485	+	91073	91417	0.0	0.0	0.0
g57012	.	485	-	10723	11505	0.0	0.0	0.0
g57016	.	485	+	14758	15318	0.0	0.0	0.0
g57067	.	485	+	279280	279747	0.0	0.0	0.0
g57021	.	485	-	20411	20965	0.0	0.0	0.0
g57004	.	485	-	1	752	0.0	0.0	0.0
g57076	.	485	+	411245	415420	0.0	0.0	0.0
g57071	.	485	-	363047	363763	0.0	0.0	0.0
g57015	.	485	+	13908	14447	0.0	0.0	0.0
g57024	.	485	-	25377	25994	0.0	0.0	0.0
g57018	.	485	+	16498	17274	0.0	0.0	0.0
g57038	.	485	-	45104	46126	0.0	0.0	0.0
g57032	.	485	-	38924	39394	0.0	0.0	0.0
g57054	.	485	-	133449	133838	0.0	0.0	0.0
g57029	.	485	-	32262	32786	0.0	0.0	0.0
g57007	.	485	-	3232	4278	0.0	0.0	0.0
g57033	.	485	-	39937	40341	0.0	0.0	0.0
g57077	.	485	+	418945	419754	0.0	0.0	0.0
g57006	.	485	+	2196	2733	0.0	0.0	0.0
g57005	.	485	-	1296	2006	0.0	0.0	0.0
g57009	.	485	+	7740	8210	0.0	0.0	0.0
g57034	.	485	-	40680	41099	0.0	0.0	0.0
g57041	.	485	+	50757	51798	0.0	0.0	0.0
g57078	.	485	+	424734	425344	0.0	0.0	0.0
g57059	.	485	+	223624	225091	0.0	0.0	0.0
g57066	.	485	-	276505	276813	0.0	0.0	0.0
g57023	.	485	-	22195	22737	0.0	0.0	0.0
g57045	.	485	+	65708	67012	0.0	0.0	0.0
g57031	.	485	-	35849	36661	0.0	0.0	0.0
g57013	.	485	+	11830	12936	0.0	0.0	0.0
g57035	.	485	-	42034	42795	0.0	0.0	0.0
g57073	.	485	-	365027	365918	0.0	0.0	0.0
g57047	.	485	-	68685	69293	0.0	0.0	0.0
g57036	.	485	+	43166	43459	0.0	0.0	0.0
g57057	.	485	+	194129	195244	0.0	0.0	0.0
g57017	.	485	-	15498	15998	0.0	0.0	0.0
g57011	.	485	+	9294	10016	0.0	0.0	0.0
g57106	.	486	-	337137	337520	0.0	0.0	0.0
g57138	.	487	-	176926	177963	0.0	0.0	0.0
g57123	.	487	-	35605	35991	0.0	0.0	0.0
g57140	.	487	-	191853	194704	0.0	0.0	0.0
g57162	.	487	-	460776	461156	0.0	0.0	0.0
g57127	.	487	+	78522	79439	0.0	0.0	0.0
g57129	.	487	+	88843	89256	0.0	0.0	0.0
g57135	.	487	-	155967	156794	0.0	0.0	0.0
g57124	.	487	-	38421	38792	0.0	0.0	0.0
g57137	.	487	+	172657	173148	0.0	0.0	0.0
g57128	.	487	+	84361	88405	0.0	0.0	0.0
g57183	.	488	-	116718	119316	0.0	0.0	0.0
g57187	.	488	+	220602	221543	0.0	0.0	0.0
g57188	.	488	-	405662	406626	0.0	0.0	0.0
g57191	.	489	-	52257	53818	0.0	0.0	0.0
g57194	.	489	+	85417	87724	0.0	0.0	0.0
g57225	.	489	+	454094	454591	0.0	0.0	0.0
g57230	.	489	-	516395	517435	0.0	0.0	0.0
g57196	.	489	-	90694	91131	0.0	0.0	0.0
g57226	.	489	-	458088	458642	0.0	0.0	0.0
g57223	.	489	-	445243	446337	0.0	0.0	0.0
g57231	.	489	+	519076	519375	0.0	0.0	0.0
g57197	.	489	+	94145	94600	0.0	0.0	0.0
g57249	.	490	+	209553	210056	0.0	0.0	0.0
g57396	.	492	+	391558	392049	0.0	0.0	0.0
g57404	.	492	-	411870	415793	0.0	0.0	0.0
g57408	.	492	+	435781	437401	0.0	0.0	0.0
g57427	.	492	-	527517	529233	0.0	0.0	0.0
g57405	.	492	-	416359	416850	0.0	0.0	0.0
g57426	.	492	-	524340	527092	0.0	0.0	0.0
g57425	.	492	-	514722	516244	0.0	0.0	0.0
g57407	.	492	-	433869	434279	0.0	0.0	0.0
g57390	.	492	+	367181	370664	0.0	0.0	0.0
g57379	.	492	-	322194	322571	0.0	0.0	0.0
g57381	.	492	+	333116	333565	0.0	0.0	0.0
g57383	.	492	+	336709	337038	0.0	0.0	0.0
g57328	.	492	+	2567	3997	0.0	0.0	0.0
g57418	.	492	-	479120	479797	0.0	0.0	0.0
g57420	.	492	-	488610	489454	0.0	0.0	0.0
g57378	.	492	-	318502	320619	0.0	0.0	0.0
g57421	.	492	-	490774	491316	0.0	0.0	0.0
g57329	.	492	+	4879	5418	0.0	0.0	0.0
g57382	.	492	+	333718	336690	0.0	0.0	0.0
g57417	.	492	-	478215	479048	0.0	0.0	0.0
g57380	.	492	+	331958	333034	0.0	0.0	0.0
g57416	.	492	+	463432	464505	0.0	0.0	0.0
g57406	.	492	+	417790	425465	0.0	0.0	0.0
g57398	.	492	+	393377	394144	0.0	0.0	0.0
g57397	.	492	+	392249	393367	0.0	0.0	0.0
g57457	.	493	+	512143	512954	0.0	0.0	0.0
g57435	.	493	-	85464	93747	0.0	0.0	0.0
g57458	.	493	+	513722	514018	0.0	0.0	0.0
g57453	.	493	-	460691	468052	0.0	0.0	0.0
g57456	.	493	-	509975	510709	0.0	0.0	0.0
g57455	.	493	+	503724	505103	0.0	0.0	0.0
g57465	.	493	+	544115	547511	0.0	0.0	0.0
g57467	.	493	+	561566	561883	0.0	0.0	0.0
g57497	.	494	+	521294	521923	0.0	0.0	0.0
g57484	.	494	+	372106	377195	0.0	0.0	0.0
g57496	.	494	+	519042	521276	0.0	0.0	0.0
g57485	.	494	+	386431	389263	0.0	0.0	0.0
g57506	.	495	+	44275	44559	0.0	0.0	0.0
g57512	.	495	+	207589	207957	0.0	0.0	0.0
g57520	.	495	+	362477	362836	0.0	0.0	0.0
g57530	.	495	-	554870	558394	0.0	0.0	0.0
g57502	.	495	+	11199	11540	0.0	0.0	0.0
g57503	.	495	+	11742	20797	0.0	0.0	0.0
g57505	.	495	-	41289	41924	0.0	0.0	0.0
g57534	.	496	+	81360	83084	0.0	0.0	0.0
g57531	.	496	-	15747	16019	0.0	0.0	0.0
g57532	.	496	+	20000	20407	0.0	0.0	0.0
g57545	.	497	+	163784	164113	0.0	0.0	0.0
g57550	.	497	-	204916	205296	0.0	0.0	0.0
g57558	.	497	-	270098	270640	0.0	0.0	0.0
g57553	.	497	-	212977	213384	0.0	0.0	0.0
g57549	.	497	-	202909	203319	0.0	0.0	0.0
g57573	.	497	-	499724	500347	0.0	0.0	0.0
g57551	.	497	-	211598	211993	0.0	0.0	0.0
g57552	.	497	-	212362	212914	0.0	0.0	0.0
g57557	.	497	+	251140	251424	0.0	0.0	0.0
g57598	.	498	-	289780	290175	0.0	0.0	0.0
g57649	.	499	+	386575	386958	0.0	0.0	0.0
g57706	.	500	-	427235	427588	0.0	0.0	0.0
g57707	.	500	-	427662	428429	0.0	0.0	0.0
g57710	.	500	+	443617	446439	0.0	0.0	0.0
g57705	.	500	+	425580	425942	0.0	0.0	0.0
g57693	.	500	-	370588	373592	0.0	0.0	0.0
g57702	.	500	-	413985	414527	0.0	0.0	0.0
g57713	.	500	-	460511	461236	0.0	0.0	0.0
g57701	.	500	-	412709	413299	0.0	0.0	0.0
g57666	.	500	+	34489	35052	0.0	0.0	0.0
g57715	.	500	-	465736	467184	0.0	0.0	0.0
g57716	.	500	-	467285	468181	0.0	0.0	0.0
g57717	.	500	-	470935	471237	0.0	0.0	0.0
g57723	.	500	-	504522	505070	0.0	0.0	0.0
g57709	.	500	+	430970	431386	0.0	0.0	0.0
g57664	.	500	-	401	1366	0.0	0.0	0.0
g57681	.	500	-	274495	274902	0.0	0.0	0.0
g57690	.	500	-	335964	336888	0.0	0.0	0.0
g57696	.	500	-	384816	385259	0.0	0.0	0.0
g57703	.	500	+	415237	422219	0.0	0.0	0.0
g57719	.	500	-	488034	490266	0.0	0.0	0.0
g57673	.	500	+	171490	171933	0.0	0.0	0.0
g57695	.	500	-	382556	382879	0.0	0.0	0.0
g57704	.	500	+	423543	424697	0.0	0.0	0.0
g57708	.	500	+	430486	430905	0.0	0.0	0.0
g57736	.	501	+	135052	136035	0.0	0.0	0.0
g57807	.	503	-	367285	378396	0.0	0.0	0.0
g57821	.	504	-	1	270	0.0	0.0	0.0
g57838	.	504	-	290747	291463	0.0	0.0	0.0
g57825	.	504	+	112154	117568	0.0	0.0	0.0
g57828	.	504	+	167189	168833	0.0	0.0	0.0
g57852	.	504	-	453939	454364	0.0	0.0	0.0
g57844	.	504	-	390385	390771	0.0	0.0	0.0
g57854	.	504	-	481198	481449	0.0	0.0	0.0
g57908	.	505	-	251632	252021	0.0	0.0	0.0
g57884	.	505	+	107816	108904	0.0	0.0	0.0
g57894	.	505	-	178322	178819	0.0	0.0	0.0
g57897	.	505	-	192331	194547	0.0	0.0	0.0
g57938	.	505	+	513398	521272	0.0	0.0	0.0
g57869	.	505	-	27422	27949	0.0	0.0	0.0
g57881	.	505	-	97502	101236	0.0	0.0	0.0
g57874	.	505	-	40709	45208	0.0	0.0	0.0
g57892	.	505	-	165411	165968	0.0	0.0	0.0
g57915	.	505	+	286826	287233	0.0	0.0	0.0
g57860	.	505	-	5831	6283	0.0	0.0	0.0
g57923	.	505	-	346049	351930	0.0	0.0	0.0
g57883	.	505	+	103776	105983	0.0	0.0	0.0
g57903	.	505	+	210732	211067	0.0	0.0	0.0
g57898	.	505	-	194614	195033	0.0	0.0	0.0
g57910	.	505	-	253011	253409	0.0	0.0	0.0
g57930	.	505	+	401148	402224	0.0	0.0	0.0
g57861	.	505	-	6749	7345	0.0	0.0	0.0
g57931	.	505	-	403917	408346	0.0	0.0	0.0
g57912	.	505	-	276507	276884	0.0	0.0	0.0
g57864	.	505	-	11763	12071	0.0	0.0	0.0
g57926	.	505	-	371867	373056	0.0	0.0	0.0
g57911	.	505	-	258175	258921	0.0	0.0	0.0
g57913	.	505	+	283353	284965	0.0	0.0	0.0
g57901	.	505	-	200897	201184	0.0	0.0	0.0
g57886	.	505	+	122153	127323	0.0	0.0	0.0
g57918	.	505	-	311776	312255	0.0	0.0	0.0
g57899	.	505	-	195737	196313	0.0	0.0	0.0
g57907	.	505	-	233965	235384	0.0	0.0	0.0
g57909	.	505	-	252042	252755	0.0	0.0	0.0
g57863	.	505	-	11018	11323	0.0	0.0	0.0
g57924	.	505	+	353585	355911	0.0	0.0	0.0
g57929	.	505	-	397243	397515	0.0	0.0	0.0
g57914	.	505	-	285301	285711	0.0	0.0	0.0
g57927	.	505	-	373398	374874	0.0	0.0	0.0
g57862	.	505	-	9790	10803	0.0	0.0	0.0
g57873	.	505	-	38801	39946	0.0	0.0	0.0
g57882	.	505	-	101497	103161	0.0	0.0	0.0
g57906	.	505	-	224261	233864	0.0	0.0	0.0
g57947	.	506	-	217164	218252	0.0	0.0	0.0
g57995	.	506	+	485896	488694	0.0	0.0	0.0
g57949	.	506	-	233743	234540	0.0	0.0	0.0
g57965	.	506	+	343494	344420	0.0	0.0	0.0
g58006	.	506	+	565712	567225	0.0	0.0	0.0
g57953	.	506	+	272727	273152	0.0	0.0	0.0
g57948	.	506	-	228193	230212	0.0	0.0	0.0
g57972	.	506	-	381448	381886	0.0	0.0	0.0
g57992	.	506	+	478214	478573	0.0	0.0	0.0
g57994	.	506	+	482610	483149	0.0	0.0	0.0
g57993	.	506	+	480451	480873	0.0	0.0	0.0
g58005	.	506	-	562201	563146	0.0	0.0	0.0
g57946	.	506	+	193528	194428	0.0	0.0	0.0
g57950	.	506	-	234866	239694	0.0	0.0	0.0
g57960	.	506	+	306586	308434	0.0	0.0	0.0
g58003	.	506	-	557610	561506	0.0	0.0	0.0
g58018	.	507	+	176330	178833	0.0	0.0	0.0
g58046	.	508	-	112594	113562	0.0	0.0	0.0
g58085	.	509	-	240086	240535	0.0	0.0	0.0
g58077	.	509	+	92964	94868	0.0	0.0	0.0
g58098	.	509	+	453835	457176	0.0	0.0	0.0
g58078	.	509	-	99843	109349	0.0	0.0	0.0
g58127	.	510	-	304366	304728	0.0	0.0	0.0
g58134	.	510	-	324205	324932	0.0	0.0	0.0
g58159	.	511	+	183248	192232	0.0	0.0	0.0
g58182	.	511	-	507304	508146	0.0	0.0	0.0
g58183	.	511	-	508335	508661	0.0	0.0	0.0
g58224	.	512	+	484430	485017	0.0	0.0	0.0
g58225	.	512	+	485137	485963	0.0	0.0	0.0
g58226	.	512	+	486039	487037	0.0	0.0	0.0
g58227	.	512	-	489184	492345	0.0	0.0	0.0
g58249	.	514	+	53201	54658	0.0	0.0	0.0
g58314	.	515	+	438687	439504	0.0	0.0	0.0
g58317	.	515	+	485363	486277	0.0	0.0	0.0
g58316	.	515	+	470133	482769	0.0	0.0	0.0
g58333	.	516	+	168568	168882	0.0	0.0	0.0
g58332	.	516	+	164270	164584	0.0	0.0	0.0
g58331	.	516	+	159972	160286	0.0	0.0	0.0
g58451	.	519	+	309665	310558	0.0	0.0	0.0
g58425	.	519	+	30851	31165	0.0	0.0	0.0
g58457	.	519	-	481556	482246	0.0	0.0	0.0
g58454	.	519	+	346190	346546	0.0	0.0	0.0
g58570	.	523	+	24840	25772	0.0	0.0	0.0
g58653	.	524	+	517979	518599	0.0	0.0	0.0
g58656	.	524	+	519992	520543	0.0	0.0	0.0
g58657	.	524	+	520640	521191	0.0	0.0	0.0
g58650	.	524	+	515879	516517	0.0	0.0	0.0
g58643	.	524	-	385969	386679	0.0	0.0	0.0
g58654	.	524	+	518696	519247	0.0	0.0	0.0
g58660	.	524	+	523232	524965	0.0	0.0	0.0
g58655	.	524	+	519344	519895	0.0	0.0	0.0
g58652	.	524	+	517130	517927	0.0	0.0	0.0
g58649	.	524	+	513460	515746	0.0	0.0	0.0
g58651	.	524	+	516527	517069	0.0	0.0	0.0
g58658	.	524	+	521288	521839	0.0	0.0	0.0
g58648	.	524	-	506883	507200	0.0	0.0	0.0
g58659	.	524	+	521936	523027	0.0	0.0	0.0
g58732	.	525	+	426681	427416	0.0	0.0	0.0
g58734	.	525	+	432128	432643	0.0	0.0	0.0
g58687	.	525	+	301081	301821	0.0	0.0	0.0
g58743	.	525	+	451064	453255	0.0	0.0	0.0
g58700	.	525	-	329761	333907	0.0	0.0	0.0
g58705	.	525	-	342906	345713	0.0	0.0	0.0
g58740	.	525	+	440790	441239	0.0	0.0	0.0
g58661	.	525	+	53316	57055	0.0	0.0	0.0
g58726	.	525	-	409053	409712	0.0	0.0	0.0
g58699	.	525	+	328955	329650	0.0	0.0	0.0
g58693	.	525	+	307556	308179	0.0	0.0	0.0
g58709	.	525	-	348596	349315	0.0	0.0	0.0
g58735	.	525	+	432684	433253	0.0	0.0	0.0
g58710	.	525	-	350292	350690	0.0	0.0	0.0
g58712	.	525	-	351436	352464	0.0	0.0	0.0
g58686	.	525	+	299915	300664	0.0	0.0	0.0
g58708	.	525	-	348059	348562	0.0	0.0	0.0
g58736	.	525	+	433415	433771	0.0	0.0	0.0
g58739	.	525	+	437810	438166	0.0	0.0	0.0
g58711	.	525	-	350980	351291	0.0	0.0	0.0
g58717	.	525	+	361918	362232	0.0	0.0	0.0
g58733	.	525	+	431732	432115	0.0	0.0	0.0
g58738	.	525	+	436522	437160	0.0	0.0	0.0
g58702	.	525	-	339372	339818	0.0	0.0	0.0
g58691	.	525	+	305653	306135	0.0	0.0	0.0
g58742	.	525	-	447002	447466	0.0	0.0	0.0
g58690	.	525	+	304236	304706	0.0	0.0	0.0
g58715	.	525	+	354963	355598	0.0	0.0	0.0
g58706	.	525	-	345850	346359	0.0	0.0	0.0
g58668	.	525	-	151882	152220	0.0	0.0	0.0
g58744	.	525	-	457458	458362	0.0	0.0	0.0
g58689	.	525	+	303776	304171	0.0	0.0	0.0
g58704	.	525	-	341527	341895	0.0	0.0	0.0
g58688	.	525	+	302768	303250	0.0	0.0	0.0
g58714	.	525	-	354449	354904	0.0	0.0	0.0
g58728	.	525	+	412653	413153	0.0	0.0	0.0
g58720	.	525	+	389689	396506	0.0	0.0	0.0
g58737	.	525	+	436126	436509	0.0	0.0	0.0
g58692	.	525	+	306675	307538	0.0	0.0	0.0
g58701	.	525	+	334180	337860	0.0	0.0	0.0
g58707	.	525	-	346664	348016	0.0	0.0	0.0
g58716	.	525	+	355644	360118	0.0	0.0	0.0
g58667	.	525	+	139387	139821	0.0	0.0	0.0
g58757	.	526	-	128095	128745	0.0	0.0	0.0
g58754	.	526	+	81996	83150	0.0	0.0	0.0
g58825	.	527	-	527064	527534	0.0	0.0	0.0
g58847	.	528	+	227553	228806	0.0	0.0	0.0
g58851	.	528	-	255233	256762	0.0	0.0	0.0
g58840	.	528	-	146964	149507	0.0	0.0	0.0
g58854	.	528	-	277599	278930	0.0	0.0	0.0
g58852	.	528	-	257050	258742	0.0	0.0	0.0
g58841	.	528	-	150194	151009	0.0	0.0	0.0
g58838	.	528	+	136040	137883	0.0	0.0	0.0
g58839	.	528	+	141551	143005	0.0	0.0	0.0
g58892	.	529	-	213391	214100	0.0	0.0	0.0
g58890	.	529	-	181244	181570	0.0	0.0	0.0
g58891	.	529	+	211436	212074	0.0	0.0	0.0
g58939	.	530	-	194135	194671	0.0	0.0	0.0
g58932	.	530	+	142515	142952	0.0	0.0	0.0
g58933	.	530	+	143046	143615	0.0	0.0	0.0
g58936	.	530	+	151175	153760	0.0	0.0	0.0
g58951	.	530	+	274591	274872	0.0	0.0	0.0
g58940	.	530	-	201349	201777	0.0	0.0	0.0
g58934	.	530	+	144150	144887	0.0	0.0	0.0
g58930	.	530	-	136217	138663	0.0	0.0	0.0
g58937	.	530	-	189436	189960	0.0	0.0	0.0
g58989	.	531	+	77489	81149	0.0	0.0	0.0
g58996	.	531	+	137223	146557	0.0	0.0	0.0
g58982	.	531	-	55602	56075	0.0	0.0	0.0
g58991	.	531	-	91893	92276	0.0	0.0	0.0
g58984	.	531	-	59470	59757	0.0	0.0	0.0
g58992	.	531	+	105694	105999	0.0	0.0	0.0
g59009	.	531	-	308368	308691	0.0	0.0	0.0
g58986	.	531	-	71413	71691	0.0	0.0	0.0
g58983	.	531	-	59099	59449	0.0	0.0	0.0
g58988	.	531	-	76067	76357	0.0	0.0	0.0
g59007	.	531	+	294157	294543	0.0	0.0	0.0
g58993	.	531	-	112293	112904	0.0	0.0	0.0
g58985	.	531	+	63165	65235	0.0	0.0	0.0
g59025	.	531	+	523911	525626	0.0	0.0	0.0
g58995	.	531	+	132674	135136	0.0	0.0	0.0
g58990	.	531	+	83364	87032	0.0	0.0	0.0
g59026	.	532	+	1302	1799	0.0	0.0	0.0
g59074	.	533	+	443504	445582	0.0	0.0	0.0
g59038	.	533	-	44177	45136	0.0	0.0	0.0
g59091	.	534	-	200441	201025	0.0	0.0	0.0
g59085	.	534	-	42632	45618	0.0	0.0	0.0
g59094	.	534	-	208292	208786	0.0	0.0	0.0
g59084	.	534	+	41398	42546	0.0	0.0	0.0
g59093	.	534	-	203276	207783	0.0	0.0	0.0
g59116	.	534	+	482149	482544	0.0	0.0	0.0
g59092	.	534	-	201112	202926	0.0	0.0	0.0
g59144	.	535	-	366754	367365	0.0	0.0	0.0
g59172	.	537	-	101671	107982	0.0	0.0	0.0
g59181	.	537	+	150309	150749	0.0	0.0	0.0
g59177	.	537	-	132987	133415	0.0	0.0	0.0
g59178	.	537	+	139599	145290	0.0	0.0	0.0
g59220	.	537	-	497729	498019	0.0	0.0	0.0
g59161	.	537	-	44572	46525	0.0	0.0	0.0
g59214	.	537	+	468554	469099	0.0	0.0	0.0
g59169	.	537	-	94589	95515	0.0	0.0	0.0
g59212	.	537	+	443438	443920	0.0	0.0	0.0
g59218	.	537	-	494008	494298	0.0	0.0	0.0
g59224	.	537	-	505173	505463	0.0	0.0	0.0
g59230	.	537	-	516339	516629	0.0	0.0	0.0
g59228	.	537	-	512617	512907	0.0	0.0	0.0
g59188	.	537	-	215237	215953	0.0	0.0	0.0
g59190	.	537	-	221567	222001	0.0	0.0	0.0
g59219	.	537	-	495868	496158	0.0	0.0	0.0
g59223	.	537	-	503312	503602	0.0	0.0	0.0
g59176	.	537	+	125939	132336	0.0	0.0	0.0
g59205	.	537	+	420984	421670	0.0	0.0	0.0
g59226	.	537	-	508895	509185	0.0	0.0	0.0
g59164	.	537	-	60495	61472	0.0	0.0	0.0
g59225	.	537	-	507034	507324	0.0	0.0	0.0
g59171	.	537	-	98851	100475	0.0	0.0	0.0
g59195	.	537	-	280565	281142	0.0	0.0	0.0
g59189	.	537	-	216209	216607	0.0	0.0	0.0
g59198	.	537	+	330335	330643	0.0	0.0	0.0
g59163	.	537	+	51387	57028	0.0	0.0	0.0
g59204	.	537	+	419709	420377	0.0	0.0	0.0
g59222	.	537	-	501451	501741	0.0	0.0	0.0
g59227	.	537	-	510756	511046	0.0	0.0	0.0
g59229	.	537	-	514478	514768	0.0	0.0	0.0
g59174	.	537	+	114755	115111	0.0	0.0	0.0
g59170	.	537	+	96106	97115	0.0	0.0	0.0
g59175	.	537	+	118256	120559	0.0	0.0	0.0
g59191	.	537	-	232501	232884	0.0	0.0	0.0
g59165	.	537	-	63592	64585	0.0	0.0	0.0
g59221	.	537	-	499590	499880	0.0	0.0	0.0
g59192	.	537	-	235313	235690	0.0	0.0	0.0
g59173	.	537	+	108715	109890	0.0	0.0	0.0
g59187	.	537	-	214827	215216	0.0	0.0	0.0
g59258	.	538	-	402479	406615	0.0	0.0	0.0
g59247	.	538	-	159549	159866	0.0	0.0	0.0
g59231	.	538	+	4680	5301	0.0	0.0	0.0
g59241	.	538	-	132152	133750	0.0	0.0	0.0
g59235	.	538	-	87364	91270	0.0	0.0	0.0
g59234	.	538	-	66696	84421	0.0	0.0	0.0
g59248	.	538	-	174645	175151	0.0	0.0	0.0
g59250	.	538	+	244916	245713	0.0	0.0	0.0
g59233	.	538	+	63225	63833	0.0	0.0	0.0
g59255	.	538	-	336488	337765	0.0	0.0	0.0
g59256	.	538	+	351397	351738	0.0	0.0	0.0
g59293	.	539	-	271229	271573	0.0	0.0	0.0
g59277	.	539	+	159998	161331	0.0	0.0	0.0
g59292	.	539	+	269394	269699	0.0	0.0	0.0
g59296	.	539	+	315958	317225	0.0	0.0	0.0
g59286	.	539	-	201241	201855	0.0	0.0	0.0
g59294	.	539	-	272887	273303	0.0	0.0	0.0
g59330	.	540	-	468276	468854	0.0	0.0	0.0
g59314	.	540	+	77899	78456	0.0	0.0	0.0
g59315	.	540	+	78815	79240	0.0	0.0	0.0
g59322	.	540	+	289132	289509	0.0	0.0	0.0
g59321	.	540	-	279564	284865	0.0	0.0	0.0
g59364	.	541	-	407556	407906	0.0	0.0	0.0
g59475	.	542	-	521857	522252	0.0	0.0	0.0
g59382	.	542	-	118819	120153	0.0	0.0	0.0
g59424	.	542	+	310939	311781	0.0	0.0	0.0
g59423	.	542	+	310248	310721	0.0	0.0	0.0
g59385	.	542	-	142785	143075	0.0	0.0	0.0
g59417	.	542	+	257220	258409	0.0	0.0	0.0
g59455	.	542	+	424412	428578	0.0	0.0	0.0
g59392	.	542	+	166413	167456	0.0	0.0	0.0
g59403	.	542	+	222217	222522	0.0	0.0	0.0
g59421	.	542	+	280603	285832	0.0	0.0	0.0
g59411	.	542	+	237652	238290	0.0	0.0	0.0
g59428	.	542	+	314258	314794	0.0	0.0	0.0
g59402	.	542	+	218562	222050	0.0	0.0	0.0
g59430	.	542	-	317892	318749	0.0	0.0	0.0
g59432	.	542	+	331678	332037	0.0	0.0	0.0
g59437	.	542	+	355637	357148	0.0	0.0	0.0
g59429	.	542	+	315279	316097	0.0	0.0	0.0
g59383	.	542	-	120399	120893	0.0	0.0	0.0
g59440	.	542	+	368674	374331	0.0	0.0	0.0
g59442	.	542	+	378011	378634	0.0	0.0	0.0
g59444	.	542	-	388791	389753	0.0	0.0	0.0
g59456	.	542	+	428985	429380	0.0	0.0	0.0
g59401	.	542	-	209156	210238	0.0	0.0	0.0
